Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM 1K,LSRAM 18K,Math (18x18),Chip Globals,PLL,DLL
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/u_cmd_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/u_cmd_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/u_cmd_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/ddr4_vref_trainer/Primitives,2,4,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/u_write_callibrator/Primitives,192,78,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/ddr_init_iterator/Primitives,44,29,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_WE_N/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_0_IOD_DM/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_0_IOD_DQ/Primitives,0,0,0,0,8,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_0_IOD_DQS/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_1_IOD_DM/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_1_IOD_DQ/Primitives,0,0,0,0,8,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_1_IOD_DQS/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/Primitives,0,1,0,0,3,1,0,0,0,1,0,0
DDR3_0_0/DLL_0/Primitives,0,0,0,0,0,0,0,0,0,0,0,1
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_2/MSC_i_3/Primitives,0,2,0,0,0,0,0,0,0,1,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_224/MSC_i_225/MSC_i_226/MSC_i_227/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_224/MSC_i_225/Primitives,413,88,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_224/Primitives,4,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_137/Primitives,171,141,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_138/MSC_i_139/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_138/MSC_i_140/MSC_i_141/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_138/MSC_i_140/Primitives,3,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_138/MSC_i_142/MSC_i_143/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_138/MSC_i_142/MSC_i_144/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_138/MSC_i_142/Primitives,4,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_138/Primitives,32,23,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_145/Primitives,134,99,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_147/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_148/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_149/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_150/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_151/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_152/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_153/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_154/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_155/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_156/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_157/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_158/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_159/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_160/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_161/Primitives,1,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_162/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_163/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_164/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_165/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_166/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_167/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_168/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_169/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_170/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_171/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_172/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_173/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_174/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_175/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_176/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_177/Primitives,1,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_178/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_179/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_180/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_181/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/MSC_i_182/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_146/Primitives,1,74,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_183/MSC_i_184/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_183/MSC_i_185/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_183/MSC_i_186/Primitives,1,6,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_183/MSC_i_187/Primitives,167,79,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_183/Primitives,895,601,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_183/wrtq_b_size_wrtq_b_size_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_188/MSC_i_189/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_192/MSC_i_193/Primitives,17,8,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_192/MSC_i_194/Primitives,49,16,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_192/MSC_i_195/Primitives,101,48,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_192/Primitives,361,47,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_196/Primitives,0,12,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_197/Primitives,25,11,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_198/Primitives,109,73,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_199/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_200/Primitives,109,73,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_201/Primitives,109,73,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_202/Primitives,2,66,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_203/Primitives,130,59,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_204/Primitives,172,57,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_205/Primitives,8,80,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_206/Primitives,109,73,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/MSC_i_207/Primitives,114,57,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_191/Primitives,129,228,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_208/MSC_i_209/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/MSC_i_210/MSC_i_211/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_190/Primitives,327,107,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_213/MSC_i_214/Primitives,44,19,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_213/MSC_i_214/gen_fifo_regs[0].nonresettable.fifo_gen_fifo_regs[0].nonresettable.fifo_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_213/MSC_i_214/gen_fifo_regs[0].nonresettable.fifo_gen_fifo_regs[0].nonresettable.fifo_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_213/MSC_i_214/gen_fifo_regs[0].nonresettable.fifo_gen_fifo_regs[0].nonresettable.fifo_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_213/Primitives,37,11,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_215/Primitives,98,195,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_216/MSC_i_217/MSC_i_218/MSC_i_219/Primitives,130,194,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_216/MSC_i_217/MSC_i_218/Primitives,29,24,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_216/MSC_i_217/MSC_i_220/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_216/MSC_i_217/MSC_i_220/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_216/MSC_i_217/MSC_i_220/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_216/MSC_i_217/MSC_i_220/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_216/MSC_i_217/MSC_i_220/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_216/MSC_i_217/MSC_i_220/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/MSC_i_216/Primitives,45,12,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_212/Primitives,94,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_221/Primitives,0,55,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_222/Primitives,0,7,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_223/Primitives,0,147,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_5/MSC_i_6/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_7/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_106/Primitives,286,395,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_108/Primitives,10,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_110/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_111/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_112/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_113/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_114/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_115/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_116/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_117/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_118/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_119/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/MSC_i_109/MSC_i_120/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_107/Primitives,10,11,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_122/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_124/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_125/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_126/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_127/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_128/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_129/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_130/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_131/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_132/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_133/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/MSC_i_123/MSC_i_134/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/MSC_i_121/Primitives,10,11,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_105/Primitives,48,24,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_104/MSC_i_135/Primitives,0,0,252,252,0,0,0,7,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_14/MSC_i_15/Primitives,157,230,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_14/Primitives,48,37,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_16/Primitives,0,0,72,72,0,0,0,2,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_136/Primitives,305,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_17/MSC_i_18/MSC_i_19/Primitives,15,17,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_17/MSC_i_18/Primitives,32,21,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_17/MSC_i_20/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_23/Primitives,305,443,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_25/Primitives,9,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_27/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_28/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_29/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_30/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_31/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_32/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
